Model,Displ,Cyl,Trans,Drive,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Camaro,6.2,8,Man-6,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,16,24,19,3,No,477
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2089,small car,1,13,21,16,2,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2089,small car,1,13,21,16,2,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,16,27,20,4,No,450
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,16,27,20,4,No,450
CHEVROLET Colorado,2.5,4,Auto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.5200,pickup,5,20,26,22,4,No,406
CHEVROLET Colorado,2.5,4,Auto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.5200,pickup,5,20,26,22,4,No,406
CHEVROLET Colorado,2.5,4,Auto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.5200,pickup,5,19,24,21,4,No,429
CHEVROLET Colorado,2.5,4,Auto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.5200,pickup,5,19,24,21,4,No,429
CHEVROLET Colorado,2.5,4,Man-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.5200,pickup,5,20,26,22,4,No,403
CHEVROLET Colorado,2.5,4,Man-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.5200,pickup,5,20,26,22,4,No,403
CHEVROLET Colorado,3.6,6,Auto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT03.6161,pickup,5,18,25,20,4,No,440
CHEVROLET Colorado,3.6,6,Auto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT03.6161,pickup,5,18,25,20,4,No,440
CHEVROLET Colorado,3.6,6,Auto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT03.6162,special purpose,5,15,15,15,2,No,572
CHEVROLET Colorado,3.6,6,Auto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT03.6162,special purpose,5,15,15,15,2,No,572
CHEVROLET Colorado,3.6,6,Auto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT03.6161,pickup,5,17,24,19,3,No,461
CHEVROLET Colorado,3.6,6,Auto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT03.6161,pickup,5,17,24,19,3,No,461
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT03.6162,pickup,5,16,18,17,3,No,532
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT03.6162,pickup,5,16,18,17,3,No,532
CHEVROLET Corvette,6.2,8,Man-7,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2089,small car,1,13,19,15,2,No,592
CHEVROLET Corvette,6.2,8,Man-7,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2089,small car,1,13,19,15,2,No,592
CHEVROLET Corvette,6.2,8,Man-7,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,15,22,17,3,No,512
CHEVROLET Corvette,6.2,8,Man-7,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,16,25,19,3,No,465
CHEVROLET Corvette,6.2,8,Man-7,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,15,22,17,3,No,512
CHEVROLET Corvette,6.2,8,Man-7,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,16,25,19,3,No,465
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2089,small car,1,12,20,15,2,No,613
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2089,small car,1,12,20,15,2,No,613
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,14,23,17,3,No,532
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,15,25,18,3,No,490
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,14,23,17,3,No,532
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,15,25,18,3,No,490
CHEVROLET Cruze,1.4,4,CVT,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXV01.5002,small car,6,30,38,33,8,Yes,267
CHEVROLET Cruze,1.4,4,CVT,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXV01.5002,small car,6,30,38,33,8,Yes,267
CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXV01.5002,small car,6,28,38,32,7,Yes,277
CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXV01.5002,small car,6,28,38,32,7,Yes,277
CHEVROLET Cruze Hatchback,1.4,4,SemiAuto-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXV01.5002,midsize car,6,28,38,32,7,Yes,277
CHEVROLET Cruze Hatchback,1.4,4,SemiAuto-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXV01.5002,midsize car,6,28,38,32,7,Yes,277
CHEVROLET Cruze Premier,1.4,4,SemiAuto-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXV01.5002,small car,6,28,38,32,7,Yes,277
CHEVROLET Cruze Premier,1.4,4,SemiAuto-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXV01.5002,small car,6,28,38,32,7,Yes,277
CHEVROLET Cruze Premier Hatchback,1.4,4,SemiAuto-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXV01.5002,midsize car,6,28,37,31,7,Yes,286
CHEVROLET Cruze Premier Hatchback,1.4,4,SemiAuto-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXV01.5002,midsize car,6,28,37,31,7,Yes,286
CHEVROLET Equinox,1.5,4,Auto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT01.5090,small SUV,5,26,32,28,6,No,315
CHEVROLET Equinox,1.5,4,Auto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT01.5090,small SUV,5,26,32,28,6,No,315
CHEVROLET Equinox,1.5,4,Auto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT01.5090,small SUV,5,25,30,27,6,No,334
CHEVROLET Equinox,1.5,4,Auto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT01.5090,small SUV,5,25,30,27,6,No,334
CHEVROLET Equinox,2,4,Auto-9,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0100,small SUV,5,22,29,25,5,No,350
CHEVROLET Equinox,2,4,Auto-9,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0100,small SUV,5,22,29,25,5,No,350
CHEVROLET Equinox,2,4,Auto-9,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0100,small SUV,5,22,28,24,5,No,367
CHEVROLET Equinox,2,4,Auto-9,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0100,small SUV,5,22,28,24,5,No,367
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,CA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV02.5001,large car,3,22,29,25,5,No,362
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV02.5001,large car,3,22,29,25,5,No,362
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KGMXV03.6048,large car,7,19,28,22,4,No,406
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KGMXV03.6048,large car,7,19,28,22,4,No,406
CHEVROLET Malibu,1.5,4,CVT,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXV01.5002,midsize car,6,29,36,32,7,Yes,281
CHEVROLET Malibu,1.5,4,CVT,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXV01.5002,midsize car,6,29,36,32,7,Yes,281
CHEVROLET Malibu,1.5,4,CVT,2WD,CA,L3SULEV30,California LEV-III SULEV30,KGMXV01.5010,midsize car,7,29,36,32,7,Yes,281
CHEVROLET Malibu,1.5,4,CVT,2WD,FA,T3B30,Federal Tier 3 Bin 30,KGMXV01.5010,midsize car,7,29,36,32,7,Yes,281
CHEVROLET Malibu,1.8,4,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.8050,midsize car,5,49,43,46,10,Yes,194
CHEVROLET Malibu,1.8,4,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.8050,midsize car,5,49,43,46,10,Yes,194
CHEVROLET Malibu,2,4,Auto-9,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV02.0031,midsize car,5,22,32,26,5,No,344
CHEVROLET Malibu,2,4,Auto-9,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV02.0031,midsize car,5,22,32,26,5,No,344
CHEVROLET Silverado 10,2.7,4,Auto-8,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT02.7100,pickup,6,19,22,20,4,No,442
CHEVROLET Silverado 10,2.7,4,Auto-8,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT02.7100,pickup,6,20,23,21,4,No,421
CHEVROLET Silverado 10,2.7,4,Auto-8,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT02.7100,pickup,6,19,22,20,4,No,442
CHEVROLET Silverado 10,2.7,4,Auto-8,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT02.7100,pickup,6,20,23,21,4,No,421
CHEVROLET Silverado 10,2.7,4,Auto-8,4WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT02.7100,pickup,6,18,21,19,3,No,464
CHEVROLET Silverado 10,2.7,4,Auto-8,4WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT02.7100,pickup,6,19,22,20,4,No,442
CHEVROLET Silverado 10,2.7,4,Auto-8,4WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT02.7100,pickup,6,18,21,19,3,No,464
CHEVROLET Silverado 10,2.7,4,Auto-8,4WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT02.7100,pickup,6,19,22,20,4,No,442
CHEVROLET Silverado 10,4.3,6,Auto-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT04.3186,pickup,6,16,21,17,3,No,509
CHEVROLET Silverado 10,4.3,6,Auto-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT04.3186,special purpose,6,15,19,17,3,No,523
CHEVROLET Silverado 10,4.3,6,Auto-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT04.3186,pickup,6,16,21,17,3,No,509
CHEVROLET Silverado 10,4.3,6,Auto-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT04.3186,special purpose,6,15,19,17,3,No,523
CHEVROLET Silverado 10,4.3,6,Auto-6,4WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT04.3186,pickup,6,15,20,17,3,No,530
CHEVROLET Silverado 10,4.3,6,Auto-6,4WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT04.3186,special purpose,6,14,17,15,2,No,592
CHEVROLET Silverado 10,4.3,6,Auto-6,4WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT04.3186,pickup,6,15,20,17,3,No,530
CHEVROLET Silverado 10,4.3,6,Auto-6,4WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT04.3186,special purpose,6,14,17,15,2,No,592
CHEVROLET Silverado 10,5.3,8,Auto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,15,21,17,3,No,524
CHEVROLET Silverado 10,5.3,8,Auto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,special purpose,5,14,19,16,2,No,555
CHEVROLET Silverado 10,5.3,8,Auto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,15,21,17,3,No,524
CHEVROLET Silverado 10,5.3,8,Auto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,special purpose,5,14,19,16,2,No,555
CHEVROLET Silverado 10,5.3,8,Auto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,15,20,17,3,No,517
CHEVROLET Silverado 10,5.3,8,Auto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,special purpose,5,14,17,15,2,No,593
CHEVROLET Silverado 10,5.3,8,Auto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,15,20,17,3,No,517
CHEVROLET Silverado 10,5.3,8,Auto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,special purpose,5,14,17,15,2,No,593
CHEVROLET Silverado 10,5.3,8,Auto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,17,23,19,3,No,467
CHEVROLET Silverado 10,5.3,8,Auto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,17,24,19,3,No,456
CHEVROLET Silverado 10,5.3,8,Auto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,17,23,19,3,No,467
CHEVROLET Silverado 10,5.3,8,Auto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,17,24,19,3,No,456
CHEVROLET Silverado 10,5.3,8,Auto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,16,22,18,3,No,491
CHEVROLET Silverado 10,5.3,8,Auto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,16,22,18,3,No,491
CHEVROLET Silverado 10,6.2,8,Auto-10,4WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2375,pickup,3,16,20,17,3,No,516
CHEVROLET Silverado 10,6.2,8,Auto-10,4WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2375,pickup,3,16,20,17,3,No,516
CHEVROLET Silverado 10 Trail Boss,4.3,6,Auto-6,4WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT04.3186,pickup,6,14,18,16,2,No,558
CHEVROLET Silverado 10 Trail Boss,4.3,6,Auto-6,4WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT04.3186,pickup,6,14,18,16,2,No,558
CHEVROLET Silverado 10 Trail Boss,5.3,8,Auto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,14,18,16,2,No,556
CHEVROLET Silverado 10 Trail Boss,5.3,8,Auto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,14,18,16,2,No,556
CHEVROLET Silverado 10 Trail Boss,5.3,8,Auto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT05.3386,pickup,5,15,20,17,3,No,508
CHEVROLET Silverado 10 Trail Boss,5.3,8,Auto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT05.3386,pickup,5,15,20,17,3,No,508
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,pickup,3,15,22,17,3,No,510
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,pickup,3,15,22,17,3,No,510
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,pickup,3,15,21,17,3,No,516
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,pickup,3,15,21,17,3,No,516
CHEVROLET Sonic,1.4,4,Man-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4099,small car,5,27,38,31,7,Yes,285
CHEVROLET Sonic,1.4,4,Man-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4099,small car,5,27,38,31,7,Yes,285
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4099,small car,5,26,34,29,6,No,308
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4099,small car,5,26,34,29,6,No,308
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4099,station wagon,5,26,35,29,6,No,301
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4099,station wagon,5,26,35,29,6,No,301
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4099,station wagon,5,26,34,29,6,No,308
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4099,station wagon,5,26,34,29,6,No,308
CHEVROLET Spark,1.4,4,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,30,38,33,8,Yes,271
CHEVROLET Spark,1.4,4,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,30,38,33,8,Yes,271
CHEVROLET Spark,1.4,4,Man-5,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,29,38,33,8,Yes,273
CHEVROLET Spark,1.4,4,Man-5,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,29,38,33,8,Yes,273
CHEVROLET Spark Activ,1.4,4,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,30,37,33,8,Yes,271
CHEVROLET Spark Activ,1.4,4,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,30,37,33,8,Yes,271
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,29,37,32,7,Yes,278
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,29,37,32,7,Yes,278
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,14,21,16,2,No,541
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,14,21,16,2,No,541
CHEVROLET Suburban 1500,6.2,8,Auto-10,2WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Suburban 1500,6.2,8,Auto-10,2WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Suburban 1500,6.2,8,Auto-10,4WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,20,16,2,No,553
CHEVROLET Suburban 1500,6.2,8,Auto-10,4WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,20,16,2,No,553
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,15,21,17,3,No,513
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,15,21,17,3,No,513
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,22,17,3,No,527
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,22,17,3,No,527
CHEVROLET Traverse,2,4,Auto-9,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0300,standard SUV,5,20,26,22,4,No,404
CHEVROLET Traverse,2,4,Auto-9,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0300,standard SUV,5,20,26,22,4,No,404
CHEVROLET Traverse,3.6,6,Auto-9,2WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,2WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,4WD,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,standard SUV,6,17,25,20,4,No,438
CHEVROLET Traverse,3.6,6,Auto-9,4WD,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,standard SUV,6,17,25,20,4,No,438
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4099,small SUV,5,26,31,28,6,No,316
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4099,small SUV,5,26,31,28,6,No,316
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4099,small SUV,5,24,29,26,5,No,344
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4099,small SUV,5,24,29,26,5,No,344
CHRYSLER 300,3.6,6,Auto-8,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV03.65P3,large car,3,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,4WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV03.65P3,large car,3,18,27,21,4,No,415
CHRYSLER 300,5.7,8,Auto-8,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV05.75P3,large car,3,16,25,19,3,No,466
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,CA,L3SULEV30,California LEV-III SULEV30,KCRXT03.65P5,minivan,7,18,28,22,4,No,416
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,CA,L3SULEV30,California LEV-III SULEV30,KCRXT03.65P5,minivan,7,19,28,22,4,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,FA,T3B30,Federal Tier 3 Bin 30,KCRXT03.65P5,minivan,7,18,28,22,4,No,416
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,FA,T3B30,Federal Tier 3 Bin 30,KCRXT03.65P5,minivan,7,19,28,22,4,No,401
DODGE Challenger,3.6,6,Auto-8,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV03.65P3,midsize car,3,19,30,23,5,No,389
DODGE Challenger,5.7,8,Auto-8,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV05.75P3,midsize car,3,16,25,19,3,No,466
DODGE Challenger,5.7,8,Man-6,2WD,CA,L2,California LEV-II LEV,KCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,5.7,8,Man-6,2WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXV05.75P4,midsize car,1,15,23,18,3,No,494
DODGE Challenger,6.4,8,Auto-8,2WD,CA,L2,California LEV-II LEV,KCRXV06.45P0,midsize car,1,15,24,18,3,No,498
DODGE Challenger,6.4,8,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXV06.45P0,midsize car,1,15,24,18,3,No,498
DODGE Challenger,6.4,8,Man-6,2WD,CA,L2,California LEV-II LEV,KCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger,6.4,8,Man-6,2WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXV06.45P0,midsize car,1,14,23,17,3,No,523
DODGE Challenger GT,3.6,6,Auto-8,4WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV03.65P3,midsize car,3,18,27,21,4,No,415
DODGE Challenger SRT,6.2,8,Auto-8,2WD,CA,L2,California LEV-II LEV,KCRXV06.25P0,midsize car,1,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXV06.25P0,midsize car,1,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Man-6,2WD,CA,L2,California LEV-II LEV,KCRXV06.25P0,midsize car,1,13,21,16,2,No,567
DODGE Challenger SRT,6.2,8,Man-6,2WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXV06.25P0,midsize car,1,13,21,16,2,No,567
DODGE Charger,3.6,6,Auto-8,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV03.65P3,large car,3,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,4WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV03.65P3,large car,3,18,27,21,4,No,415
DODGE Charger,5.7,8,Auto-8,2WD,FA,T3B110,Federal Tier 3 Transitional Bin 110,KCRXV05.75P3,large car,3,16,25,19,3,No,466
DODGE Charger,6.4,8,Auto-8,2WD,CA,L2,California LEV-II LEV,KCRXV06.45P0,large car,1,15,24,18,3,No,498
DODGE Charger,6.4,8,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KCRXV06.45P0,large car,1,15,24,18,3,No,498
DODGE Charger SRT,6.2,8,Auto-8,2WD,CA,L2,California LEV-II LEV,KCRXV06.25P0,large car,1,13,22,16,2,No,546
